trailId,chilangoId,from,to,headSign,routeName,recordDate,recordTime,recordDuration,vehicleTipo,tarifMax,longKmvirtualRoute,edges
4866544773365760,359,TASQUEÃA (METRO),TLAXOPAN,TASQUEÃA (METRO)-TLAXOPAN,TASQUEÃA (METRO)-TLAXOPAN,13-02-2016,02:24,69.0,AutobÃºs,5.0,15.7372232718,false,->10632->26351->10636->9264->9273->7913->19381->19353->19346->7815->8471->21146->28752->19404->22393->1596->22509->2301->15721->25915->18808->19181->13459->16379->7910->9657->25384->12796->13273->6912->27191->23498->4479->25478->21483->8849->7063->7960->27454->6379->29076->22644->3945->3939->22240->11566->9915->9272->15811->17475->20346->10795->16480->29892->20510->20454->22777->16913->17197->17049->17353->27891->3795->6274->23765->222->21547->10558->17896->21330->28277->28276->22544->30613->19618->30118->9179->31117->30529->2184->9864->16722->16702->19851->29762->12131->12119->17403->17402->29700->25713->25928->13075->21092->15810->14984->3610->22984->23826->25605->25283->22796->10247->18436->3868->22853->14675->9274->17525->25082->1489->7342->14890->16486->23041->11007->26559->12978->21216->28295->17350->18253->14886->18199->5200->18186->4435->25161->14656->14149->1610->29351->28948->28940->30530->4095->4212->8842->5402->10746->17815->14080->6103->5465->957->5105->5095->6201->12690->30871->12560->23788->3059->17286->3250->3198->3202->1508->25166->25170->12380->22280->25191->14932->12360->12368->16858->16880->8884->29406->29413->29409->14783->9322->26245->20208->12202
5528971764563968,396,SAN ÃÂNGEL,SAN BERNABÃ,SAN ÃÂNGEL-SAN BERNABÃ,SAN ÃÂNGEL-SAN BERNABÃ,29-01-2016,20:35,54.0,AutobÃºs,4.5,10.7449911287,false,->8333->22764->19605->7260->23080->23158->1861->7196->7377->896->15827->10414->11025->8118->7992->7977->363->12298->12299->20065->17098->12674->14992->14838->9641->14416->24839->24702->25165->26773->26771->26489->26488->26291->26282->26493->7022->13150->7026->18662->26475->5713->21250->12736->4449->10280->10277->15291->18038->18017->15494->15492->4937->3781->15058->29984->23811->18118->18133->18138->1870->23726->7898->6441->9959->25331->26318->3931->29279->19065->20554->11869->20549->18125->4522->4538->11649->4334->4338->11650->3995->17957->29164->11450->11451->5175->5173->20547->20526->5171->20544->26341->9599->16421->15114->11471->24402->21648->17269->17213->14504->17167
4725657607077888,21,LA SELVITA,LA RAZA (METRO),LA SELVITA-LA RAZA (METRO),LA SELVITA-LA RAZA (METRO),10-02-2016,03:52,31.0,Vagoneta/Combi,4.5,7.45907426652,false,->8098->13659->2751->22361->22353->22379->22333->22490->22404->22405->22400->22430->22435->22427->22429->22443->22437->22401->23357->23270->23263->23433->31007->30994->30397->30473->30471->12774->18097->18992->26825->3332->1044->18097->18992->26825->3332->3333->3393->3500->24492->15710->8137->3333->3393->3500->13474->8316->21550->15710->13952->3500->13474->8316->21550->15710->13952->3500->13474->29229->29092->26940->20008->8692->24437->10130->17313->24088->24090->24093->5157->26678->12277->214->9403->6554->13162->24935->23432->26478->23551->23349->13112->4206->24076->24093->5157->26678->12277->214->9403->6554->13162->24935->23432->26478->23551->23349->13112->4206->24076->24093->5157->26678->12277->214->9403->6554->13162->24935->23432->26478->23551->23349->13112->4206->24076->24093->5157->26678->12277->214->9403->6554->13162->24935->23432->26478->23551->716->24351->6785->19304->13371->727->29080->10383->25177->25175->2473->5278->23551->23349->13112->4206->24076->24093->5157->26678->12277->214->9403->6554->13162->24935->23432->26478->5279->2481->13166->12492->12493->12494->13999->26641->17593->26509->14254->23432->26478->5279->2481->13166->12492->12493->12494->13999->26641->17593->26509->14254->23432->26478->5279->2481->13166->12492->12493->12494->13999->26641->17593->26509->14254->14255->26510->5611->26511->13977->13982->13972->16872->11803->14997->14998->4300->447->3067->3066->25075->19064->15343->3066->25076->4274->27134->6269->27150->17109->12721->9511->11803->14997->14998->4300->29152->29153->4274->27134->6269->27150->17109->12721->9511->11803->14997->14998->4300->29152->29153->4274->27134->6269->6474->6382->6314->7014->1471->2057->5314->12791->12721->9511->11803->14997->14998->4300->29152->29153->4274->27134->6269->6474->6382->6314->7014->1471->2057->5314->12791->12721->6509->10765->15132->4314->6952->27894->27898->24514->4939->843->19496->18869->6240->12603->12791->12721->6509->10765->15132->4314->6952->27894->27898->24514->4939->843->19496->18869->26249->20728->27351->25770->19832->19844->1589->17428->26079->11289->11255->10479->4062
5305923727785984,199,PANTITLÃÂN (METRO),PERLA REFORMA,PANTITLÃÂN (METRO)-PERLA REFORMA,PANTITLÃÂN (METRO)-PERLA REFORMA,07-02-2016,00:23,54.0,Vagoneta/Combi,8.5,13.0207982884,false,->2873->2358->21108->2053->2034->2040->2028->2031->2043->2121->2104->7425->28287->28649->28479->28608->6573->1938->6578->7007->23727->23750->1015->1020->23751->15237->27188->7314->18498->14472->14483->14453->26422->26428->14433->18420->18441->14376->14392->9087->3340->19477->26004->26961->26891->26903->26821->26729->27195->27173->27077->25406->25393->20195->16780->16768->16784->16789->7106->6455->16392->16397->16353->16970->21430->16093->18205->13513->18936->22040->18151->26791->31123->16572->16807->16775->30872->4686->24404->18421->18416->18439->18502->16094->19000->24348->4516->4549->24361->18911->18910->18924->24991->7466->25069->6770->18523->18755->9969->9973->11841->593->587->584->582->10730->6484->24823->24828->24830->24874->24876->24833->24982->24987->24824->25104->24238->24242->24246->23482->30723->5502->7903->19172->19206->19199->19155->18743->18740->18752->18747->18799->18793->18812->18803->291->255->19134->19146->18756->1393->14371->1083->27269->27277->27275->10009->10102->27962->28128->28125->27850->28187->28182->28208->28204->28201->28174->28170->26530->30223->8698->24222->24197->24193->24131->24182->24183->24184->24187->24166->24168->24167->15817->10437->10449->8358->8442->10519->8043->8044->18930->13440->13976->8883->10457->8384->8368->8203->8254->10664->8152->15071->8124->10563->9651->14460->11964->6428->6431->6318->6324->6332->6303->6304->6265->6183->6267->6244->7054->6944->6228->6184->4194->4224->5967->26221->4166->5956->10618->11143->3946->6068->4195->4197->4264->4260->6369->6361->6358->4228->4229->4964->17312->6689->9084->9103->17739->30780->11103->29173->22551->99->28886->8911->3825->8910->14688->25608->25603->25619->5755->25418->25984->26451->26452
5392076703268864,387,CONSTITUCIÃN DE 1917 (METRO),AGRÃCOLA METROPOLITANA,CONSTITUCIÃN DE 1917 (METRO)-AGRÃCOLA METROPOLITANA,CONSTITUCIÃN DE 1917 (METRO)-AGRÃCOLA METROPOLITANA,14-02-2016,17:33,44.0,AutobÃºs,6.0,9.2789693528,false,->21070->16212->24448->18885->13154->17497->2485->8077->15392->15390->8096->8006->2690->2691->3448->3408->8107->15150->15264->8332->14294->14135->8263->8242->14353->14352->8304->28658->28647->8320->14363->14133->14134->14131->14150->18350->5651->9388->10219->8408->9413->29457->3531->28633->28631->3539->28652->28330->3003->3004->30864->30877->30892->9634->21244->20286->26784->28788->1267->621->30694->30567->21597->15078->24685->19603->11879->20582->20583->29993->29995->29914->29904->29996->7931->21553->21546->7093->30182->21180->6341->30561->30179->14035->14027->30551->6238->22159->30705->28365->28362->28373->28353->28352->5447->5384->28285->28266->5620->5642->28298->28297->5517->5524->28305->28197->28303->28302->28189->30159->30174->5882->28086->5562->27980->28306->30736->2698->25204->12052->2787->20218->2471->14336->27281->10703->8956->30238->14720->25775->25779->17697->17704->17686->17721->29757->18864->18866->29950->29944->22114
5682031329542144,408,TULYEHUALCO,MILPA ALTA,TULYEHUALCO-MILPA ALTA,TULYEHUALCO-MILPA ALTA,07-02-2016,01:48,47.0,AutobÃºs,6.0,9.75337552827,false,->744->11176->4174->4173->11175->743->22109->1166->12013->10628->10598->13753->13748->14906->10922->10691->8538->8642->14652->8954->28210->29733->29108->29760->6764->8407->23010->7381->25595->25153->9096->18090->9321->12925->21466->3237->12289->21534->12668->10041->15067->4958->23464->20355->13606->13389->8517->8519->24096->10983->5630->27416->22913->10253->22725->23345->19503->986->16049->16382->16380->16200->6687->6684->6934
5303051904614400,198,ERMITA (METRO),BACHILLERES 7,ERMITA (METRO)-BACHILLERES 7,ERMITA (METRO)-BACHILLERES 7,07-02-2016,01:19,54.0,MicrobÃºs,5.5,10.7662165546,false,->6098->490->9637->9638->519->7980->6039->15054->16439->28894->6778->25898->25799->15288->15898->18570->18379->18555->18573->16332->17826->18677->17913->18688->20568->24438->20998->17571->17576->17598->17703->14193->14347->14024->13250->13015->24115->24498->4803->12031->24852->1621->23143->17943->12879->29825->29833->12753->12869->29832->15819->1402->15835->30069->29820->30074->12816->12817->12835->26113->26125->5769->13116->9765->20674->1098->1494->15583->24956->18195->18193->1632->25660->9869->13409->24314->10948->4829->1667->9928->14618->28284->1556->1549->1507->1519->1517->1521->28781->9988->11510->20216->13958->929->13727->2236->6884->16161->19160->18771->21454->21629->28195->2521->2494->11001->28231->12102->12427->28901->773->43->28333->29065->10861->28814->28841->51->28875->27590->454->8739->17530->14713->12455->10786->10792->11967->11963
4918946394275840,33,EL ROSARIO (METRO),SAN ANTONIO,EL ROSARIO (METRO)-SAN ANTONIO,EL ROSARIO (METRO)-SAN ANTONIO,26-02-2016,16:33,84.0,AutobÃºs,12.0,20.7096869582,false,->25158->434->435->437->22326->22357->15367->6747->107->4765->4423->2306->30984->28909->4419->28921->13568->10658->3462->18065->28753->2490->2489->2161->21929->630->11759->19638->19558->11792->11593->11579->10962->22009->22099->22196->22264->10813->10287->11003->11005->15957->27246->15056->10487->24560->5432->8731->11750->8607->19688->27719->13213->8607->19688->27719->27765->5734->5394->25461->5281->2583->5394->25461->25582->19695->28381->5221->5281->2583->5394->5516->5393->15888->5376->10098->24701->24691->24653->27488->2367->21170->644->14420->17235->17211->23601->11334->10397->10425->29043->30245->12008->1553->3676->3667->3575->3566->2239->25806->1796->19746->4121->4097->13158->15407->27296->4309->16071->29125->24379->30503->27715->3562->18150->3380->3670->2293->6835->13333->20973->19681->6552->1608->1624->6563->29226->29320->29587->17182->5730->24955->2399->23711->29060->9703->29005->22059->22291->17505->22643->15464->11122->12632->22329->26391
5437698793799680,195,PORTALES (METRO),TINACOS IZTAPALAPA,PORTALES (METRO)-TINACOS IZTAPALAPA,PORTALES (METRO)-TINACOS IZTAPALAPA,01-02-2016,23:00,67.0,MicrobÃºs,5.5,14.975312414,false,->7951->7355->7012->6784->6821->6646->4576->12064->11987->7672->5163->5325->5610->1067->1132->5919->18574->14477->14484->13656->18080->18213->4322->3589->12772->12875->13097->2525->13482->94->13631->15190->12156->13663->1639->4317->18705->9153->23828->6025->13494->13108->13140->13426->15739->15740->28227->23511->23293->23306->6859->6857->18667->28811->7537->13883->23728->17774->19193->23668->25646->18278->3480->19256->20726->19943->21090->14362->14056->20423->27280->2503->22623->1272->25781->4265->30353->11642->22026->15940->16910->17233->17246->17204->17177->17331->16554->11293->20855->20831->28083->28087->28073->28078->28067->10538->21716->15478->4188->15484->15483->4156->4159->4160->22388->1384->22213->14797->24986->13927->3683->3965->30773->20748->12962->14798->14789->14794->24941->20306->14824->20748->12962->14798->14789->14794->24941->20306->14824->20748->12962->14798->14789->14794->24941->22010->21933->22013->21840->21777->21904->21951->21921->22018->14851->25408->2623->2615->14242->29422->7914->3942->28284->1556->1549->1507->1519->1517->1521->28781->9988->5982->4269->5532->12725->6207->17144->10738->17042->30649->28999->12465->12415->15463->18824->26728->17041->696->25368->26680->26688->19382->21328->19761->24288->28485->3373->18227->24288->14159->29573->12465->12415->15463->18824->26728->17041->696->25368->26680->12161->12162->3807->12110->12100->12092->12091->12101->12097->28978->29555->12017->7550->23375->7089->26931->14904->12842->11009->21008->11755->15075->28016->14994->11459->13705->13558->16300->16306->29313->29261->24740->7458->4689->11664->2240->2237->29330->6425->6452->7504->27856->20689->13569->9528->14380->415->19707->19712->28016->14994->11459->13705->13558->16300->16306->29313->29261->12039->1246->21537->1423->14380->415->19707->19712->28016->29145->12037->16297->2357->2566->2575->2560->5772->5768->5764->24122->5795->2587->2600->2529->7600->27688->11640->18275->26130->28427->22537->17258->17207->17215->20747->14222->30349->20572->5892->28416->30614->13529
6152634285162496,463,GEOVILLAS DE  SANTA BARBARA,BOULEVARD PUERTO AÃREO (METRO),GEOVILLAS DE  SANTA BARBARA-BOULEVARD PUERTO AÃREO (METRO),GEOVILLAS DE  SANTA BARBARA-BOULEVARD PUERTO AÃREO (METRO),06-02-2016,00:21,58.0,Vagoneta/Combi,13.0,26.7229327088,false,->10758->10140->23710->14874->14706->14275->13901->13817->13632->13557->12502->28355->8351->15642->16555->21249->21246->3791->14430->4703->23048->18273->13859->19082->4887->3790->20354->4983->16424->11171->3191->5927->3830->3839->7718->12007->10624->19343->30593->18729->9425->24038->16211->22022->22023->3065->6319->1360->1364->1034->31133->4223->4169->4739->20396->2476->1124->16393->18794->18795->18796->2160->18798->27809->10957->29747->5089->14291->17976->13131->13119->4128->27683->480->14081->17981->4019->15763->16896->6906->30534->5206->20651->14285->25309
4930811644084224,137,MARTÃÂN CARRERA (METRO),SANTA ISABEL TOLA,MARTÃÂN CARRERA (METRO)-SANTA ISABEL TOLA,MARTÃÂN CARRERA (METRO)-SANTA ISABEL TOLA,26-02-2016,16:33,75.0,AutobÃºs,11.0,14.5243229993,false,->5521->5475->29846->11429->15951->15964->15815->15828->15793->11401->11231->15857->24637->29828->736->28060->4706->1935->4783->19927->20054->28251->23411->15420->20043->20198->20181->20097->20335->28184->12968->11022->30435->10886->10842->26407->16003->4693->3102->4378->6707->8359->8356->6719->15722->18809->6597->10589->28908->23646->1949->2059->8746->8666->5060->30854->14799->13950->4486->14071->1046->16894->6286->6170->6167->1478->14860->12568->10412->8588->22115->8882->10789->12383->12530->30187->17820->8590->16036->22894->1683->29769->4310->12530->30187->17820->8590->16036->22894->14399->24522->14793->28834->28835->24515->3581->3582->20555->13821->5357->19061->5356->13821->16349->13496->23200->14850->11554->189->13496->13519->30213->17908->26220->11497->5349->15416->4481->2171->6868->29342->16066->17299->17301->12996->29754->30938->20943->29386->6479->28075->19494->19975->1825->24937->24940->26349->26353->26340->30974->25529->20127->4015->6320->14777->24747->24779->24767->24780->24769->24668->24661->24754->25277->18201->30538->13757->27062->13896->24779->24767->24780->24769->24668->24661->6659->14549->3934
5264423975387136,379,MILPA ALTA,XOCHIMILCO CENTRO,MILPA ALTA-XOCHIMILCO CENTRO,MILPA ALTA-XOCHIMILCO CENTRO,03-02-2016,22:08,56.0,AutobÃºs,6.0,16.8163291261,false,->9005->14703->7763->1076->1959->1960->1954->6755->16827->22360->18123->20010->19676->14989->14145->20705->2819->30889->23077->14885->14887->7526->7698->11251->12524->12543->13785->12373->12405->13807->12350->10639->10406->7038->6175->3635->28670->22877->22595->27985->8523->3966->16649->16662->3756->8128->17779->8198->23146->23070->23020->13913->331->7290->871->873->7288->30363->30364->9754->27033->494->8275->12706->19628->2143->12070->12288->14070->12243->4779->9724->14072->14073->12695->30547->30566->1491->7304->8904->26333->6177->14212->27066->30295->18513->21826->16177->27861->4662->24507->5366->29064->22697->22698->4179->5486->16822->16177->27861->22698->4179->5486->6943->10812->7369->15929->30296->14686->22950->27256->25499->3295->3243->21045->20291->20429->12901->12920->26835->14898->29472->14650->20574->22380->4432->19148->19150->14102->8287->3183->26160->22148->601->4695->10468->17817->20673->14901->14218->12912->20866->20889->28991
6452614531121152,481,MIGUEL ÃÂNGEL DE QUEVEDO,SAN NICOLAS TOTOLAPAN CAZULCO LA MAGDALENA CONTRERAS,MIGUEL ÃÂNGEL DE QUEVEDO-SAN NICOLAS TOTOLAPAN CAZULCO LA MAGDALENA CONTRERAS,MIGUEL ÃÂNGEL DE QUEVEDO-SAN NICOLAS TOTOLAPAN CAZULCO LA MAGDALENA CONTRERAS,04-02-2016,04:00,64.0,MicrobÃºs,6.0,11.1823470256,false,->15458->10157->12633->15776->25740->16965->30114->20483->397->554->25385->25678->2812->30307->14982->8481->29444->15158->16041->2180->22865->6505->11641->15201->15202->13635->11266->12061->24484->16227->16251->16405->1287->21442->18638->5282->19162->2892->16481->23649->9361->29879->29940->14426->14152->14283->25826->3381->27726->26900->15797->15894->15098->14992->12410->26322->26666->13157->11601->24100->5268->8952->11944->28840->22609->9551->9306->13755->20573->20494->15688->27104->6972->11553->5293->14571->14581->27653->26285->27268->5250->5249->27241->24223->373->20869->21575->10915->30607->25336->25008->20232->14119->23526->23536->1456->6596->6612->14051->1967->1969->5270->21021->2254->12638->17790->5938->23038
5220800160333824,374,PINO SUÃÂREZ (METRO),SANTIAGO TECALPATLALPAN,PINO SUÃÂREZ (METRO)-SANTIAGO TECALPATLALPAN,PINO SUÃÂREZ (METRO)-SANTIAGO TECALPATLALPAN,07-02-2016,00:19,69.0,MicrobÃºs,5.5,21.9168830297,false,->20597->19248->19495->9942->10266->9676->13548->2723->13833->24945->568->18833->3677->13249->6974->525->16855->30350->22579->22138->30627->7599->9418->17183->16331->19159->19175->18915->18578->15468->15247->15245->14701->14699->25833->4231->13893->1930->25255->3221->3894->1962->14697->6980->8210->11305->11486->8661->11465->10033->11777->30216->15149->5355->5132->5778->7143->4824->3982->4347->4237->4183->27725->13365->19666->7583->16759->16705->7645->7724->7710->12359->25977->2142->16591->2666->9117->18006->21203->18281->22495->31061->23749->5903->6655->23444->20015->19682->29049->8396->3533->4092->4532->14408->26121->22073->18626->17876->6571->6160->11762->11747->11748->6147->19642->27025->18311->17147->24355->25123->3793->30301->24751->24217->1238->28337->22240->11566->9915->9272->15811->17475->20346->10795->16480->29892->20510->20454->22777->16913->17197->17049->17353->27891->3795->6274->23765->222->21547->10558->17896->21330->28277->28276->22544->30613->19618->30118->9179->31117->30529->2184->9864->16722->16702->19851->29762->12131->12119->17403->17402->29700->25713->25928->13075->21092->15810->14984->3610->22984->23826->25605->25283->22796->10247->18436->3868->20210->13005->3947->3944->4597->11191->18627->25419->24580->13688->30060->17082->19400->17171->18519->17405->19923->27016->31055->31063->3928->1204->19390->31130->3954->3957->29913->31035->4238->4809->1329->4636->31130->3954->3957->29913->29916->3963->2827->8012->792->5994->3136->886->12946->18176->523->8381->17137->29806->17062->17367->9964->25130->14267->22365->15405->10649->31079->31120->2469->2500
5281201526931456,141,INDIOS VERDES (METRO),BARRIO NUEVO (GUADALUPE VICTORIA),INDIOS VERDES (METRO)-BARRIO NUEVO (GUADALUPE VICTORIA),INDIOS VERDES (METRO)-BARRIO NUEVO (GUADALUPE VICTORIA),04-02-2016,23:40,58.0,Vagoneta/Combi,14.0,21.1330561093,false,->4925->16295->16281->16293->3597->12120->16142->1758->7186->7174->20919->27557->26357->13962->24171->6723->1812->1379->20856->12434->7496->3517->24985->15001->24659->18327->24307->24321->24283->22753->27226->25749->6413->2828->19292->15987->24279->24195->15915->19377->28610->25113->14128->14411->26403->12458->7544->20725->30312->24230->24237->24204->29666->9656->9669->9661->28589->16006->2828->19292->15987->24279->24195->15915->19377->28610->25113->14128->14411->26403->12458->7544->20725->29048->28610->25113->14128->14411->26403->12458->7544->27966->27952->28163->28068->28072->5894->7544->20725->29048->28610->25113->25051->18542->14235->19798->17483->18801->14748->10438->7602->28112->28166->10855->10860->10584->18846->19728->21324->21351->4850->7248->26005->4586->348->18360->6020->28947->13694->20341->4020->16228->13877->15095->18596->4944->10925->24162->1079->23822->571->13523->18499->30937->23801->29874->11690->20448->20579->19079->20713->18643->18608->18529->17087->3125->13571->30253->10309->10318->11361->11381->11377->11371->30219->11435->30341->11355->30222->11408->30333->30317->30316->30328->30337->11418->30340->30339->30279
5410765339099136,191,TASQUEÃA (METRO),CIUDAD UNIVERSITARIA,TASQUEÃA (METRO)-CIUDAD UNIVERSITARIA,TASQUEÃA (METRO)-CIUDAD UNIVERSITARIA,29-01-2016,20:00,32.0,AutobÃºs,4.5,6.46626919742,false,->17864->17821->8849->7063->7960->27454->6379->26947->19003->14975->24434->6448->794->25002->11030->7471->7359->21133->13464->1203->24374->27909->16766->19424->28653->15218->17848->17822->5940->22713->1766->12108->4479->25478->21483->8849->7063->7960->27454->6379->29076->22644->3945->3939->22240->22636->30943->30977->16085->13732->16068->17453->25281->20131->1170->17328->9371->379->9208->27519->8555->8862->2940->12035->30511->16661->16660->27185->23899->4040->18927->18901->4007->14854->14670->18567->25150->25149->29070->27021->27204->27180->27186->30987->18483->18508->18899->26290->27133->18509->18906->18887->18489->26323->26587->18478->18481->18883->18863->18884->11906->8534->16862->20863->18917->30718->16695->14702->8489->17295->7923->1607->8014->9409->23223->17375->397->554->25385->24822->15123->13996
4553941828239360,321,ESTADIO CIUDAD UNIVERSITARIA,ETIOPÃÂA (METRO),ESTADIO CIUDAD UNIVERSITARIA-ETIOPÃÂA (METRO),ESTADIO CIUDAD UNIVERSITARIA-ETIOPÃÂA (METRO),03-02-2016,22:27,52.0,AutobÃºs,6.0,9.70838312454,false,->11265->18412->5264->8247->21425->21695->30583->17092->22238->5147->26182->18830->1499->1486->1488->2113->975->13110->17496->21854->6169->548->24491->20738->6017->25665->25661->6038->26736->11977->16018->26758->11589->16016->11017->30456->30200->30336->30329->30330->5102->5101->5877->30262->24291->19299->5877->30262->30609->7989->20204->4287->27789->15670->17248->15629->29499->8430->20360->18485->18260->14857->13823->13933->29821->29964->29965->29966->30025->29960->21102->20372->21878->7019->9952->24499->22104->5493->5963->24206->29966->30025->29960->21102->20372->21878->7019->9952->24499->22104->5493->5963->24206->29966->30025->29960->29900->22198->20077->25141->17662->17671->16423->2225->27057->19971->20077->25141->17662->17671->16423->12158->27112->17067->17068->27123->26831->17252->17152->30814->25344->2029->2019->13772->2105->24812->15579->28850->30269->7678->14882->20300->2308->16850->16847->28654->27298->27401->2243->5065->5197->17074->6825->26588->14435->18792->16849->1952->25835->18792->4069->30603->30604->2530->18873->18876->29094->29142->30064->8251->14158->20838->18845->23958->4902->23731->16500->14158->20838->18845->10892->10894->29796->12637->25361->14558->29087->16470->16472->18728->2528->12645->22662->20480->2528->12645->22662->20480->2528->13685->23504->23497->20517->28311->25505->4711->1061->13139->13138->30913->19745->9072->15764->15761->15758->16485->9133->4650->358
5163270482690048,139,MARTÃN CARRERA (METRO),VISTA HERMOSA POR AUTOPISTA,MARTÃN CARRERA (METRO)-VISTA HERMOSA POR AUTOPISTA,MARTÃN CARRERA (METRO)-VISTA HERMOSA POR AUTOPISTA,10-02-2016,16:01,63.0,Vagoneta/Combi,12.0,18.4618692493,false,->11303->26838->3919->30996->31001->31002->30997->3920->26839->11308->13757->27062->26774->29897->8450->26173->19781->25705->25710->25704->24300->26355->26186->26184->1628->10103->31010->25254->5763->19782->29201->10227->29835->27250->13547->29358->16109->6861->6868->29342->8217->26220->11497->14867->14850->11554->11559->19061->23930->1704->1676->22889->22894->1683->29769->10609->23377->4244->5660->22133->9109->10749->10454->5298->4387->22348->29246->26025->17738->26044->29282->14845->22627->14880->899->30596->20091->16141->2157->16804->24338->22708->876->595->12196->23738->12034->5257->20224->19506->29506->30856->29308->228->27640->18294->31014->30381->2075->4380->11958->11965->11975->11971->9897->9901->6128->149->24202->24210->25850->25853->25825->24943->24958->25859->25875->25910->54->1462->8816->25756->25021->18684->22989->16012->24989->17522->25213->25212->25205->25200->16503->15603->15568->15549->17369->15621->15567->15559->15545->15514->17357->17356->17326->17270
5797351696367616,80,NARANJA,EL ROSARIO (METRO),NARANJA-EL ROSARIO (METRO),NARANJA-EL ROSARIO (METRO),12-02-2016,22:38,29.0,MicrobÃºs,4.0,4.35277477456,false,->2002->19739->27636->8824->254->247->8378->20205->19631->22178->17097->16875->13915->17558->16653->734->30798->31083->21724->22517->22534->17364->17354->22701->22699->27595->27592->22712->16570->2200->11970->721->22647->15293->2219->7445->6372->8262->17289->17287->6287->6239->10182->6241->799->16199->23031->23033->23073->10203->2150->31114->29415->10177->6765->29257->4980->643->642->648->646->616->25158
6023384819302400,274,PORTALES (METRO),ACATITLA (METRO),PORTALES (METRO)-ACATITLA (METRO),PORTALES (METRO)-ACATITLA (METRO),14-02-2016,00:55,103.0,AutobÃºs,6.0,20.3407327715,false,->7355->7012->26948->24619->29426->26551->4322->3589->12772->12875->13097->2525->13482->94->13631->15190->12156->13663->1639->4317->18705->9153->23828->6025->13494->13108->13140->13426->15739->15740->28227->23511->23293->23306->6859->6857->18667->28811->7537->13883->23728->17774->19193->23668->25646->18278->3480->19256->20726->19943->21090->14362->14056->20423->27280->2503->22623->1272->25781->4265->30353->11642->22026->15940->16910->17233->17246->17204->17177->17331->16554->11293->20855->20831->28083->28087->28073->28078->28067->10538->21716->15478->4188->15484->15483->4156->4159->4160->22388->1384->22213->14797->14786->14798->14789->14794->24941->22010->21933->22013->21840->21777->21904->21951->21921->22018->14851->25408->2623->2615->14242->29422->7914->3942->28284->1556->1549->1507->1519->1517->1521->28781->9988->5982->4269->5532->12725->6207->17144->10738->17042->30649->28999->12465->12415->15463->18824->26728->17041->696->25368->26680->26688->19382->21328->19761->24288->28485->3373->18227->24288->14159->29573->12465->12415->15463->18824->26728->17041->696->25368->26680->12161->12162->3807->10134->12017->7550->23375->7089->26931->14904->12842->11009->21008->11755->15075->28016->14994->11459->13705->13558->16300->16306->29313->29261->24740->7458->4689->11664->2240->27805->27806->2237->29330->6425->6452->7504->27856->20689->13569->9528->14380->415->19707->19712->28016->29145->12037->16297->2357->2566->2575->2560->5772->5768->5764->24122->5795->2587->2600->2529->7600->27688->11640->18275->26130->28427->22537->17258->17207->17215->20747->14222->30349->20572->5892->28416->30614->13529->3614->24466->74->10938->29338->11110->8515->26696->17479->1772->6916->6881->9895->9873->9877->2783->28483->1944->1942->18775->13818->13820->13822->13806->13810->13812->9209->13142->18234->18248->13178->5997->11279->11270->11267->11119->11683->20854->8966->8566->26180->24531->24530->24449->21349->18409->3883->15805->3545->1575->877->6795->18649->16743->13895->23069->17744->23066->23072->17724->17714->22998->24565->23213->30772->30774->30428->30432->1208->13111->28544->28893->15653->19581->15926
5710869400911872,72,LA VILLA BASÃLICA (METRO),MERCED,LA VILLA BASÃLICA (METRO)-MERCED,LA VILLA BASÃLICA (METRO)-MERCED,30-01-2016,01:44,60.0,MicrobÃºs,5.5,7.36003994633,false,->6862->7262->26698->9715->13930->15442->511->516->11195->11202->11203->9341->9339->11213->11216->11209->11197->11199->11210->21367->11236->14487->15882->11844->24268->2483->14678->23205->20428->17172->30311->2324->14039->27267->30358->28239->21536->28588->8179->18246->24772->20984->1102->456->20479->18113->17932->808->564->18941->5777->17693->343->4575->2172->1932->25232->25185->25183->3299->8987->24867->19203->8162->27589->28119->30932->25109->1070->17500->12963->6902->6273->2839->6803->5812->5593
5741353082290176,410,ZAPATA (METRO),HUIPULCO,ZAPATA (METRO)-HUIPULCO,ZAPATA (METRO)-HUIPULCO,11-02-2016,03:40,78.0,MicrobÃºs,6.0,13.0605254428,false,->18537->16847->16848->16767->29022->25144->7988->24915->20809->20850->17343->17348->42->27057->19971->20077->19705->7019->9952->24499->22104->22101->67->24291->24249->24572->24533->24717->24970->473->470->906->19036->27938->10506->29368->12219->12230->29345->1720->1721->25653->25354->25938->21025->21680->10675->29293->965->22239->22050->25625->24923->28316->26178->22526->26462->2015->2012->5825->15812->19990->2973->27125->28764->4425->23350->13826->19231->29484->12176->670->15370->15366->16484->4777->20450->15254->15259->10467->24870->5195->5210->6232->17421->18561->18544->18546->4324->4358->16347->17208->5698->4827->4815->5688->8292->9796->9829->20248->25245->16763->19413->20813->12933->9684->27272->22651->9279->15676->15672->6308->8163->12998->13001->13006->12738->12947->24135->12989->7942->12707->12711->12519->24099->9698->24932->14064->17532->28869->333->322->2204->3321->15788->221->1588->17792->3275->8213->20440->12758->28883->13050->20425->20426->9300->24984->30276->17383->28869->333->322->2204->3321->15788->221->1588->17792->3275->17419->9152->8503->4359->17555->17525->25082->1489->7342->15010->8078->10111->8213->24117->19552->9120->22883->28399->14284->26643->25037->2186->28235->10681->28983->20339->20340->10247->18436->3868->20210->10714->24707->27110->23934->21694->2508->5110->10527->17122->5563
