trailId,chilangoId,from,to,headSign,routeName,recordDate,recordTime,recordDuration,vehicleTipo,tarifMax,longKmvirtualRoute,edges
5433258200268800,55,FCO. MORAZAN PRADERA,BOULEVARD PUERTO AÃREO (METRO),FCO. MORAZAN PRADERA-BOULEVARD PUERTO AÃREO (METRO),FCO. MORAZAN PRADERA-BOULEVARD PUERTO AÃREO (METRO),30-01-2016,18:44,40.0,Vagoneta/Combi,4.5,10.2587232284,false,->10057->10833->16909->25739->21837->11084->6696->4113->3548->4781->21485->15127->30343->6724->21573->21564->21571->22739->22736->21479->21439->10600->14305->11514->11499->685->18043->2958->27859->23764->8991->12739->12740->12737->12794->12746->12296->12259->14547->8928->20327->16219->17589->17642->7874->12466->840->15947->16188->16030->15597->1660->4836->16772->16232->14944->21949->1681->7150->19829->21318->8623->8589->8484->14492->1038->24431->22167->28213->22016->9740->22484->28361->12020->12022->13428->13427->11955->9009->2992->83->7831->7481->6832->14467->12621->23915->13892->14306->9034->30641->11080->26879->21390->8129->19360
4568691115032576,332,SAN BUENAVENTURA,GÃMEZ FARÃAS (METRO),SAN BUENAVENTURA-GÃMEZ FARÃAS (METRO),SAN BUENAVENTURA-GÃMEZ FARÃAS (METRO),08-02-2016,01:26,48.0,Vagoneta/Combi,16.0,27.8904249908,false,->4703->23048->18273->13859->19082->4887->3790->20354->4983->16424->11171->3191->5927->3830->3839->7718->12007->10624->14096->20949->500->13983->6880->26199->18796->2327->21086->9888->8869->11457->11454->11470->11464->28526->11313->8552->8547->11299->11462->28007->14866->14861->14862->14859->14858->14872->14868->10156->10167->27735->6546->2981->27690->27350->27458->28920->26262->30675->11706->18141->26077->16211->22022->22023->3065->6319->1360->1364->1034->31133->4223->4169->4739->20396->2476->1124->16393->18794->18795->18796->2160->18798->27809->12364->15995->609->11864->6213->26384->15577->15564->17521->19374->14611->10330->10305->10316->29053->29059->10299->10306->10779->9725->7695->8050->7886->27306->27305->7899->7895->6870->6872->6886->6279->6342->5518->5890->26855->26856->426->4745->12715
4742767011954688,23,CHAPULTEPEC (METRO),BOULEVARD PUERTO AÃREO (METRO),CHAPULTEPEC (METRO)-BOULEVARD PUERTO AÃREO (METRO),CHAPULTEPEC (METRO)-BOULEVARD PUERTO AÃREO (METRO),11-02-2016,23:55,69.0,AutobÃºs,5.5,17.5723979829,false,->26912->1640->20805->19606->21156->15679->28375->26912->1640->20805->19606->27551->16523->14437->14439->156->157->2426->27357->20762->5154->10704->16204->27481->27487->7796->25985->19944->18365->3549->8916->22740->23309->29262->15821->20805->19606->27551->16523->14437->14439->156->157->2426->27357->20762->5154->10704->16204->27481->27487->7796->25985->19944->18365->3549->8916->22740->23309->16401->14609->12053->28582->15433->12121->12112->26325->9968->16226->17084->18215->19202->23720->27485->5661->2872->2175->24124->24155->24333->24352->20893->27178->23557->23471->21152->11300->11238->18838->2288->5128->8388->11939->20622->30130->10653->10666->26061->25798->8651->10943->6099->12276->18962->30594->9856->26309->26315->26308->1->4->19307->29659->20929->20920->6494->4302->9658->10745->23110->9442->26316->26313->26230->11012->20146->27315->4360->8081->28274->30062->2153->2290->21873->27558->19002->19088->4439->14182->16463->8843->659->4302->4289->24965->9534->21099->28524->28534->16098->17836->3111->8070->15732->29696->13842->13735->5253->5267->29642->15715->2702->12117->19209->5168->5873->30576->30832->18617->23227->21473->12040->21714->21389->21375->23255->23241->23428->19732->2992->83->7831->7481->6832->14467->12621->2189->25578->24563->24908->24911->165->1654->29401->9092->8565->9082->24108->30641->11080->26879->21390->8129->19360
5803776967442432,291,LA BOMBILLA,TASQUEÃA (METRO),LA BOMBILLA-TASQUEÃA (METRO),LA BOMBILLA-TASQUEÃA (METRO),12-02-2016,20:16,32.0,AutobÃºs,6.0,5.10315375806,false,->22735->1896->23881->26843->14781->8314->28019->6062->5835->5839->5834->103->1469->10771->1499->29027->1165->1161->1162->29113->14767->25427->25424->24919->14052->8781->17118->23381->16665->16679->23265->23288->23633->17320->20595->2547->29652->14532->25653->25354->25938->21025->21680->10675->29293->965->25804->17412->11891->16914->21662->21333->21337->21336->13297->7471->7359->21133->13464->1203->1817->21343->17848->17822->5940->22713
6554762736566272,124,CHAPULTEPEC (METRO),LA RAZA (METRO),CHAPULTEPEC (METRO)-LA RAZA (METRO),CHAPULTEPEC (METRO)-LA RAZA (METRO),14-02-2016,01:09,28.0,AutobÃºs,5.5,8.03782422465,false,->26912->1640->20805->19606->21156->15679->28375->26912->1640->20805->19606->27551->16523->14437->14439->156->157->2426->27357->20762->5154->10704->16204->27481->27487->7796->25985->19944->18365->3549->8916->22740->23309->29262->15821->20805->19606->27551->16523->14437->14439->156->157->2426->27357->20762->5154->10704->16204->27481->27487->7796->25985->29728->24155->24333->24352->20893->27178->23557->23471->21152->11300->11238->18838->2288->5128->8388->11939->20622->30130->10653->10666->26061->25798->8651->10943->6099->12276->18962->30594->9856->26309->26315->26308->1->4->19307->29659->20929->20920->6494->4302->9658->10745->23110->9442->26316->26313->26230->11012->20146->27315->9401->14869->23524->11388->14981->20471->19218->30195->10802->19211->12800->23986->15962->20066->29805->6236->2290->21873->27558->19002->19088->4439->14182->16463->8843->659->4302->9658->10745->23110->9442->26316->26313->26230->11012->20146->27315->4360->8081->28274->30062->2153->2290->21873->27558->19002->19088->4439->14182->16463->8843->659->4302->9658->10745->23110->9442->26316->26313->26230->11012->20146->27315->9401->14869->23524->11388->14981->20471->19218->30195->10802->19211->12800->23986->15962->28514->25432->3783->13843->19307->29659->20929->20920->26242->3775->11372->28108
4635901346971648,299,XOLA (METRO),PARQUE TEZONTLE POR ATRAS DE WALMART,XOLA (METRO)-PARQUE TEZONTLE POR ATRAS DE WALMART,XOLA (METRO)-PARQUE TEZONTLE POR ATRAS DE WALMART,03-02-2016,20:17,40.0,MicrobÃºs,4.5,7.0952444146,false,->11662->14596->23547->2124->21556->18458->16632->14642->5044->12394->16727->16728->18996->13651->11713->11502->11610->11848->15401->19301->23132->17230->9776->27496->1106->1105->22581->14909->17391->1105->30357->23495->24855->23431->8866->8867->23278->24114->30767->2458->5803->21167->5104->28278->17003->16991->16972->16979->16992->17004->17001->18497->6388->7609->17006->16981->16972->16979->16992->17004->16988->16990->13065->27574->8205->13695->4881->20207->17005->2437->21995->9390->484->28257->16946->17641->9389->25675->25922->25929->25668->23604->29640->29756->29753->27854->29133->29122->27248->2722->2942->24026->7594->4897->14939->16710->17920->16465->6215->6217->15576->8695->9993->8215->24205->6034->18628->1224->24426->24465->24293->24240->93->8116->9170->9171->17867->14->14042->25998->4981->4972->9735->2442->2439->27252->27243->27245->27253->27451->27447->2805->27439->25341->25326->15271->29930->22024->9665->9663->3988->2051->17718->29251->29917->6705->9326->17196
5262031678603264,378,UNIVERSIDAD (METRO),MILPAS CHICHICASPA,UNIVERSIDAD (METRO)-MILPAS CHICHICASPA,UNIVERSIDAD (METRO)-MILPAS CHICHICASPA,03-02-2016,01:01,76.0,AutobÃºs,6.0,13.4615997704,false,->17527->17032->3297->9497->15427->22462->28791->28684->10562->28496->20212->26244->16070->27871->20634->21860->22233->24909->12944->24353->24346->27973->23982->23053->5150->18463->8022->8024->16674->20846->85->3748->18003->21853->21960->10179->28005->21621->17742->19839->26973->19843->30763->9267->22376->17950->16495->3383->16889->24100->5268->8952->11944->28840->22609->9551->9306->13755->20573->20494->15688->27104->6972->11553->5293->14571->14581->27653->26285->27268->5250->5249->27241->24223->373->20869->21575->10915->30607->25336->25008->20232->20226->20220->16507->17225->19501->4570->18723->27053->27051->27049->27047->27045->27042->27039->27037->6993->6759->6691->7074->10806->27094->4035->19583->19296->4609->20791->20796->19540->5853->19454->19259->19262->31128->17894->31054->8371->2545->13095->14451->5893->6071->7515->21588->11405->21382->28034->29228->7745->12063->7756->5032->5030->30961->13746->3278->3279->20368->17333->14456->25288->23338
6179262780407808,106,NUEVA ATZACOALCO,ZÃCALO,NUEVA ATZACOALCO-ZÃCALO,NUEVA ATZACOALCO-ZÃCALO,09-02-2016,21:47,72.0,MicrobÃºs,5.5,13.8682224856,false,->24827->24850->17716->12910->28910->8989->18158->3108->17261->2674->2665->15760->8->3804->13433->13353->102->6393->23419->14728->18480->14735->3848->3929->4846->8674->18982->18944->15448->10352->10349->6320->14777->979->17292->8848->8873->8836->8839->8881->4227->4216->8818->8826->8894->15133->21195->24094->23410->23242->23408->26658->23406->5497->23823->22359->23821->14337->6862->7262->26698->9715->13930->9640->13692->5779->4139->12194->10975->27513->27544->20897->27662->24664->4196->15720->15556->15554->6799->3433->4053->24785->5449->10800->4353->3882->10154->5664->1001->1063->1729->18802->18426->6443->30580->27949->13344->13331->5071->5075->27971->27442->10117->19710->15963->14739->18473->19309->12710->550->20457->30016->13554->1735->9483->9509->19898->11287->17114->2158->4931->6692->3892->15598->15661->5236->25329->10158->283->8259->13504->21476->6706->13713->17165->9770->7838->5409
6368312300666880,474,UNIVERSIDAD (METRO),SANTA MARTA (METRO),UNIVERSIDAD (METRO)-SANTA MARTA (METRO),UNIVERSIDAD (METRO)-SANTA MARTA (METRO),11-02-2016,23:46,88.0,AutobÃºs,6.0,25.9160484582,false,->15427->22462->28791->28684->5151->30683->25122->26593->13719->6352->6351->24330->23053->5150->18463->8022->31034->4305->22062->10900->6894->17110->13404->3043->22535->22588->18653->18100->18081->16057->15861->19445->18086->26870->18200->25287->25415->23775->17803->19940->19930->5591->28659->29180->21243->13975->21278->21273->22599->7981->26041->26048->27815->417->24173->1445->12503->17082->19400->3095->26465->2756->12635->17827->1449->10248->10252->10260->10263->10249->8509->19400->17171->18519->4043->14302->9007->27691->325->28001->22282->10788->12488->22399->6523->6520->22868->30181->14627->25777->5222->12228->5358->10282->13170->26589->12765->10043->5222->12228->5358->10282->13170->26589->12765->10043->5222->12228->5358->25167->27728->9783->14607->418->11724->13733->13731->11753->14083->8586->8473->29412->31137->28804->8805->8807->11295->20330->10284->18019->19364->6313->27307->10025->8641->30100->5551->10074->25696->15836->26777->4280->22827->16365->19672->31116->2159->13722->16668->9682->13705->13558->16300->16306->29313->29261->12039->1246->21537->1423->14380->415->19707->19712->28016->29145->12037->16297->2357->2566->2575->2560->5772->5768->5764->24122->5795->2587->2600->2529->7600->27688->11640->18275->26130->28427->22537->17258->17207->17215->20747->14222->30349->20572->5892->28416->30614->13529->3614->24466->74->10938->29338->11110->8515->26696->26918->5970->5973->5972->14632->14634->14631->19921->12936->19813->20214->20145->4060->20184->12451->12379->12384->7714->24847->19941->21404->26765->22268
6287601342349312,256,ARENAL CUARTA SECCIÃN,ZARAGOZA (METRO),ARENAL CUARTA SECCIÃN-ZARAGOZA (METRO),ARENAL CUARTA SECCIÃN-ZARAGOZA (METRO),26-02-2016,16:28,25.0,Vagoneta/Combi,4.0,5.44055598774,false,->8144->17345->21525->27771->27782->27593->27583->27627->21440->17344->1875->10716->17604->12593->30494->20370->2406->10265->9826->24138->14177->15028->21129->21190->4217->26515->12717->12718->26516->23124->8438->24576->4022->4016->24605->15656->5316->1230->9162->5505->10794->10531->2368->13621->27843->27849->13615->2792->2790->17981->4019->15763
5912586247733248,288,IZCALLI NEZAHUALCÃYOTL,PANTITLÃÂN (METRO),IZCALLI NEZAHUALCÃYOTL-PANTITLÃÂN (METRO),IZCALLI NEZAHUALCÃYOTL-PANTITLÃÂN (METRO),07-02-2016,23:29,38.0,Vagoneta/Combi,7.0,11.4860313273,false,->26910->22967->23112->8414->8243->8310->2022->17951->3849->8820->14710->14711->14682->14684->14715->26667->22313->22298->22300->22319->22311->22327->15550->26373->4668->16907->16912->16911->16897->16901->16903->16933->16944->16947->16950->16936->16939->16966->17096->17091->17112->17100->20415->17971->28021->28023->28022->16371->29909->29908->16366->18318->29906->29905->18315->18316->3022->3021->18320->375->17323->18552->23211->9006->18331->18337->18323->3459->3467->18345->18343->18346->18340->18342->10992->13216->13708->9495->9510->9493->9491->9496->16846->26207->16746->9805->9791->9786->9447->9440->9434->9469->9384->9426->9416->9571->9565->9554->9618->9601->8920->8769->9001->9532->9525->23468->12761->13128->20417->16633->18804->5192->8505->2801->2810->8488->8490->8495->8483->15726->8774->8777->16078->9387->9402->3672->3644->9629->9636->9619->6193->6608->10371->10338->10341->4304->8244->2070->2056->2060->11173->8779->11445->3497->3520->15913->5483->8583->3541->3536->3535->3527->3529->16488->14189->14186->14178->14823->14825->14181->14179->14172->12617->8236->25897->18381->28616->28368->28335->806->817->790->18046->18104->18160->18162->656->515->27626->27630->479->676->16718->4816->18212->668->5598->28192->17337->23124->8438->24576->4022->4016->24605->15656->5316->1230->3412->12994->18210->9881
5123612524675072,220,PINO SUÃÂREZ (METRO),CONSTITUCIÃN DE 1917 (METRO),PINO SUÃÂREZ (METRO)-CONSTITUCIÃN DE 1917 (METRO),PINO SUÃÂREZ (METRO)-CONSTITUCIÃN DE 1917 (METRO),12-02-2016,00:49,75.0,MicrobÃºs,5.5,17.3393055028,false,->19495->9942->10266->9676->13548->2723->13833->24945->568->6995->28256->21378->16115->5240->28590->23932->7933->6105->6652->6249->24807->2230->8225->10451->10807->8498->20489->28032->991->18821->1151->20395->18325->16020->15974->17649->17762->17912->18918->16342->15924->4612->19610->9073->862->883->1039->29481->29672->19925->20566->29238->22791->19549->30556->30352->11837->8465->15831->16803->15422->14795->14508->16545->12377->4990->20099->28501->27608->4446->11348->11931->17071->16664->5014->19820->29736->29898->22182->16709->2089->11921->11992->21959->26601->26603->26605->27965->15742->15578->17362->17064->25420->18233->7366->29698->16539->9937->13797->13567->11495->9912->3464->25647->15292->14810->10528->8324->30655->30669->30541->28179->8413->19867->19171->18681->30502->29887->29884->24386->26854->24191->24116->4033->2896->25961->25500->4861->17494->4118->4123->31110->5364->11565->508->16457->3607->3608->19095->8808->13861->27414->901->583->596->740->936->748->26133->12345->12401->10697->10705->13589->3697->12848->12911->3460->3703->3455->2985->3522->3722->3747->3679->3327->3261->3300->3294->3122->3229->3189->11658->18776->17035->16553->15536->8289->682->678->679->673->674->671->661->662->657->660->647->652->10672->6208->19863->25343->25337->25339->7492->19791->20203->17316->7133->23478->30145->22245->24946->19922->25487->25169->12024->20689->9501->9568->9562->9561->4408->4689
5293117905305600,142,CENTRAL CAMIONERA DEL NORTE,SAN MARTÃN DE LAS PIRAMIDES,CENTRAL CAMIONERA DEL NORTE-SAN MARTÃN DE LAS PIRAMIDES,CENTRAL CAMIONERA DEL NORTE-SAN MARTÃN DE LAS PIRAMIDES,26-02-2016,16:29,63.0,AutobÃºs,44.0,45.7328257987,false,->16973->12217->4720->9359->2964->16973->12217->4720->9359->2964->16973->12217->4720->9359->2964->16973->12217->4720->9359->2964->16973->12217->4720->9359->2964->16973->12217->4720->9359->10202->26629->13669->29184->13286->16639->5088->16756->16758->17099->3554->22428->22343->22370->22351->22375->22273->22265->22263->22267->22335->22458->22431->22417->22489->22492->22444->22354->22402->3585->3619->3661->3684->3469->3463->3461->23494->25887->16280->16354->16375->16448->11257->15998->16079->13962->24171->25542->19530->14561->15001->24659->18327->24307->24321->24283->22753->27226->25749->6413->2828->19292->15987->24279->24195->15915->19377->28610->25113->25051->18542->14235->19798->17483->18801->14748->10438->7602->28112->28166->10855->10860->10584->18846->19728->21324->21351->30552->14999->23916->28470->2045->2049->9345->9613->4394->7454->19363->19312->17621->29607->23835->13123->1518->27013->7673->25852->22225->29889->3713->9349->27157->7971->7781->24705->21626->19627->16032->7621->15551->5710->30133->19323->19378->5461->21492->20194->19274->2136->22682->19219->22833->10712->9913->9916->1674
4657298471387136,304,ESTADIO NEZA,PANTITLÃÂN (METRO),ESTADIO NEZA-PANTITLÃÂN (METRO),ESTADIO NEZA-PANTITLÃÂN (METRO),05-02-2016,23:14,32.0,AutobÃºs,8.0,10.5714490011,false,->19560->14139->24109->28457->5533->23804->23759->10444->10416->5643->30629->977->21538->5627->5669->5657->24012->24112->5677->5719->5712->5706->5735->5401->5383->5418->5416->1585->4221->4200->4193->4210->15953->27628->15986->4127->4106->4115->4117->4125->4085->4083->2888->3609->4808->15783->14762->2645->2644->2671->14760->23707->21931->16844->16518->10191->10192->23122->13527->13528->23098->16473->23111->13478->9706->14629->3571->8563->16476->3866->10762->14526->1568->11780->16345->16341->10716->17604->12593->12572->2406->10265->9826->24138->14177->15028->21129->21190->4217->26515->12717->12718->26516->23124->8438->24576->4022->4016->24605->15656->5316->3812->22995->22990->30554
5756230647676928,77,MERCED,INDIOS VERDES (METRO),MERCED-INDIOS VERDES (METRO),MERCED-INDIOS VERDES (METRO),06-02-2016,15:42,55.0,MicrobÃºs,5.5,12.8433172498,false,->24140->9118->5830->6360->12857->28525->6877->15867->14406->14522->16544->14167->14664->12116->16643->16402->16055->1641->6968->11954->28548->20095->29430->14099->10834->27801->22079->7217->7916->7917->391->25379->19987->17611->18678->22602->27503->1142->17217->27667->27803->29511->24998->24554->30217->17340->29208->10554->29740->30131->3013->1477->21690->29924->29735->6166->4955->2297->29367->1759->1760->1984->8789->8597->12807->14187->14213->25110->9391->27063->8865->26135->10333->29752->2636->2099->5857->4445->3953->14207->14148->7979->7926->19634->25815->25822->15204->9442->26316->26313->5952->20444->1534->28108->17377->10810->23528->4367->29317->10440->11482->16280->16354->16375->16448->11257->15998->16079->13962->24171->6723->1812->1379->4235->29297->16417->21173->4925->16295->16281->16293->3597->12120->16142->1758->7186->7174->20919->27557->26357->13962->24171->6723->1812->1379->4235->29297->16417->21173->4925->16363->25352->27212->27162->26812->26924->26968->26878->26663->14166->14155->14156->4075->4062->8081->1909->10774->2411->12041->10060->4279->11913->25285->6064->1661->22453->29612->10348->22453->7696->12278->28793->27924->17975->6756->5007->5118->29186->21875->21683->15178->21688->15470->15469->29186->21875->227->15469->29186->21875->227->230->248->18922->27924->13585->30258->505->15157->13808->21118->28951->1734->12240->22336->8564->5955->5833->1734->12240->22336->8564->5955->5833->1734->20236->10066->24620->17418->17380->17482->842->16236->26972->9309->20459->28742->5071->5075->4882->27177->12708->15767->8789->8597->12807->14187->14213->25110->9391->27063->8865->26135->10333->29752->2636->2099->5857->4445->3953->14207->6339->12744->13017->13559->12282->30->912->19103->18408->27790->16330->7266->18426->6443->30580->8597->12807->14187->14213->25110->9391->27063->8865->26135->10333->29752->2636->2099->5857->4445->3953->14207->6339->12744->13017->13559->12282->30->912->19103->18408->27790->16330->7266->18426->6443->30580->8597->12807->14187->14213->25110->9391->27063->8865->26135->10333->29752->2636->2099->5857->4445->3953->14207->6339->12744->13017->13559->12282->30->912->19103->18408->27790->16330->7266->18426->6443->30580->8597->12807->30727->18364->21698->21320->27563->27575->28041->24467->24390->24373->6443->22583->7938->12188->18364->21698->21320->27563->27575->28041->27865->30506->30254->30256->17735->912->19103->18408->27790->16330->9600->18862->173->176->18828->482->15711->1759->1760->16813->176->18828->482->483->18827->5396->2199
4537173067956224,6,CHAPULTEPEC (METRO),DEPORTIVO OCEANÃA,CHAPULTEPEC (METRO)-DEPORTIVO OCEANÃA,CHAPULTEPEC (METRO)-DEPORTIVO OCEANÃA,06-02-2016,20:18,82.0,AutobÃºs,5.5,16.3017375849,false,->26912->1640->20805->19606->27551->16523->14437->14439->156->157->2426->27357->30527->2459->2455->5059->21406->4542->12125->6984->12153->3331->11908->11910->3569->12909->12905->4464->20154->17030->19184->14698->7230->5810->12813->9207->14718->4692->22035->114->1742->20416->1358->20965->20439->20969->14224->7707->7726->25318->5690->25188->755->14933->13048->1103->25359->12515->18569->25159->24873->20176->20158->18538->18387->21197->21199->13401->13407->18392->18450->18447->18453->18451->13412->13414->18459->18455->27955->9461->9475->9481->23625->8288->25966->25967->7137->7140->25986->15886->8608->17513->5781->24157->23486->20241->6942->20344->14761->5165->938->31088->30304->26997->29215->28981->26490->10456->22790->28782->4634->1355->14832->25709->28411->17884->17859->10685->16157->16170->15868->393->394->11425->26889->26274->19490->19443->19429->19439->19423->14085->24512->6926->6838->6843->29743->14937->17025->21915->20290->21758->21756->20276->21848->23163->7360->22287->22283->22294->22278->22292->22488->16792->18967->18964->19026->19023->19018->19024->19020->23520->7184->7251->7234->7240->7254->7269->14612->20318->14270->6489->14245->14257->6507->6380->6647->6581->6556->6562->6553->6530->6521->6693->6781->26267->12221->28228->7858->542->9163->123->700->698->693->813->801->776->563->2917->681->552->3124->3268->3287->3302->3245->3209->339->1648->3772->3801->3698->3712->3719->28190->28221->3400->28603->27910->15154->9564->3186->3178->9635->12445->46
4790838995451904,27,POLITÃCNICO (METRO),AZCAPOTZALCO (DELEGACIÃN),POLITÃCNICO (METRO)-AZCAPOTZALCO (DELEGACIÃN),POLITÃCNICO (METRO)-AZCAPOTZALCO (DELEGACIÃN),12-02-2016,20:41,54.0,AutobÃºs,6.0,7.76612372155,false,->23349->13112->4206->5295->5307->5317->16245->2424->20524->20536->2444->2449->20538->20522->2441->15708->9544->30054->30059->13536->25381->18182->18109->438->421->18328->20263->29854->4626->2656->2676->13739->13743->2660->3051->3047->3054->1843->25366->29450->29451->25365->8064->17416->3106->7679->5586->5594->14565->298->25558->25561->25563->25685->24264->23300->23304->23292->24329
5526857969565696,62,LOS HÃROES DE TECAMAC 7,VILLAS DE ARAGON,LOS HÃROES DE TECAMAC 7-VILLAS DE ARAGON,LOS HÃROES DE TECAMAC 7-VILLAS DE ARAGON,30-01-2016,00:51,52.0,AutobÃºs,15.0,24.7265915672,false,->7690->7683->7682->7688->7685->7721->7719->26039->28351->28327->22199->7543->29765->1985->1990->1970->1958->28383->3878->3896->3893->3885->29714->29817->29807->580->2111->3847->3835->11873->12916->11700->10550->5988->29665->29230->22638->8319->9068->14809->22256->24594->22538->27013->7673->25852->22225->29889->3713->9349->27157->7971->7781->24705->21626->19627->16032->7621->15551->5710->30133->19484->19742->11477->10173->14458->5296->18806->14482->23276->21784->15666->11234->11228->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->15773->27798->27788->11597->1241->14485->5211->5185->27963->7959->7882->26943->4786->1802->25311->25306->14986->26->19684->20293->15270->27753->3325->10285->27671->1731->14090->14089->4541->10173->14458->5296->18806->14482->23276->21784->15666->11969->282->12260->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->15773->27798->27788->11597->1241->14485->5211->5185->27963->7959->7882->26943->4786->1802->25311->25306->14986->26->19684->20293->15270->27753->3325->10285->27671->1731->14090->14089->4541->10173->14458->5296->18806->14482->23276->21784->15666->11234->11228->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14124->26982->7468->15689->23591->21113->21109->30926->17298->31033->27301->7505->22918->25535->22923->10411->18583->28103->29973->30094->4313->5442->12012->25524->25527->11679->10908->25810->5896->17077->4400->4502->29624->1347->11198->9987->7791->10132->16681->28149->14250->14252->12634->5514->5491->12667->12646->11252->16824->242->29403->29404->8775->15996->30315->7086->28777->7094->30320->16052->1327->10899->26240->10889->26126->1338->6338->18088->17053->13824->2026->21941->1637->11870->21331->24884->8145->28959->8218->24875->19391->29018->26885->22284->22272->25215->20944->26124->23312->23311->29069->2477->7713->5332->2901->14500->22432->14498->19665->13421->17126->16279->16276->24309->20366->12662->2080->27917->5096->28776->6985->19683->27479->23272->27018->28014->27984->25670->21563->7915->28238->23091->9842->9832->9835->11333->12646->1868->3662->29454->28776->6985->19683->27479->23272->27018->28014->27984->25670->17745->7691->26905->26455->26453->26906->26757->26901->28632->18725->18718->4556->18641->4741->15007->30178
6693213498769408,489,CETRAM UNIVERSIDAD,TASQUEÃA (METRO),CETRAM UNIVERSIDAD-TASQUEÃA (METRO),CETRAM UNIVERSIDAD-TASQUEÃA (METRO),03-02-2016,22:56,55.0,Vagoneta/Combi,4.0,10.8165825602,false,->18064->5864->5863->16787->312->17361->27261->5426->30999->17789->20917->21831->13318->24303->2877->3311->3216->2683->5480->3745->2585->5302->8188->4948->5792->5799->5841->5837->5843->5596->4324->4358->4251->5489->22174->22147->5434->1026->831->18012->16667->2248->25305->28904->22514->16899->13597->13645->13593->13604->18087->18224->18236->14151->4916->24207->4715->18781->18791->4725->20958->11027->10986->30822->31117->30529->2184->12076->23765->222->21547->10558->17896->21330->28277->28276->22544->30613->19618->16774->17353->27891->3795->6274->23765->222->21547->10558->17896->12615->7295->15139->24537->6790->12612->1642->11613->15613->15932->3241->4945->28808->408->21299->29637->29671->16551->16530->29669->6810->21323->22983->21591->5106->20081->3142
6032372885618688,455,MÃDULO R. 100,HUIPULCO,MÃDULO R. 100-HUIPULCO,MÃDULO R. 100-HUIPULCO,07-02-2016,16:31,31.0,MicrobÃºs,4.5,6.06345148157,false,->25206->3603->13473->16431->15240->1915->15239->8995->3421->18226->1918->1920->1892->1890->21029->21023->1905->1899->5802->19483->19911->24675->21655->1832->5567->29->28489->2067->6120->6125->6127->116->10836->10839->13750->15361->14662->19802->19804->1558->13222->26297->4268->1113->529->20695->20744->20139->10884->20111->20115->11410->11352->5361->5347->26082->11619->26599->29766->27340->27341->27922->15490->18474->18457->10797->10796->23874->11311->29247->3275->17419->9152->8503
